チーム春日未来51位	22341 pt
チーム篠宮可憐119位	3246 pt
チーム篠宮可憐120位	3071 pt
チーム篠宮可憐131位	2382 pt
チーム篠宮可憐132位	2348 pt
チーム篠宮可憐133位	2127 pt
チーム篠宮可憐134位	2110 pt
チーム篠宮可憐135位	2055 pt
チーム篠宮可憐136位	2037 pt
チーム篠宮可憐137位	2016 pt
チーム篠宮可憐138位	1985 pt
チーム篠宮可憐139位	1971 pt
チーム篠宮可憐140位	1937 pt
チーム篠宮可憐151位	1457 pt
チーム篠宮可憐152位	1410 pt
チーム篠宮可憐153位	1350 pt
チーム篠宮可憐154位	1340 pt
チーム篠宮可憐155位	1312 pt
チーム篠宮可憐156位	1289 pt
チーム篠宮可憐157位	1280 pt
チーム篠宮可憐158位	1206 pt
チーム篠宮可憐159位	1150 pt
チーム篠宮可憐160位	1100 pt
チーム篠宮可憐171位	723 pt
チーム篠宮可憐172位	723 pt
チーム篠宮可憐173位	721 pt
チーム篠宮可憐174位	706 pt
チーム篠宮可憐175位	704 pt
チーム篠宮可憐176位	702 pt
チーム篠宮可憐177位	696 pt
チーム篠宮可憐178位	695 pt
チーム篠宮可憐179位	651 pt
チーム篠宮可憐180位	642 pt
チーム篠宮可憐191位	525 pt
チーム篠宮可憐192位	518 pt
チーム篠宮可憐193位	510 pt
チーム篠宮可憐194位	509 pt
チーム篠宮可憐195位	498 pt
チーム篠宮可憐196位	490 pt
チーム篠宮可憐197位	483 pt
チーム篠宮可憐198位	477 pt
チーム篠宮可憐199位	471 pt
チーム篠宮可憐200位	467 pt
チーム篠宮可憐211位	390 pt
チーム篠宮可憐212位	372 pt
チーム篠宮可憐213位	365 pt
チーム篠宮可憐214位	339 pt
チーム篠宮可憐215位	334 pt
チーム篠宮可憐216位	333 pt
チーム篠宮可憐217位	333 pt
チーム篠宮可憐218位	333 pt
チーム篠宮可憐219位	333 pt
チーム篠宮可憐220位	329 pt
チーム篠宮可憐231位	266 pt
チーム篠宮可憐232位	266 pt
チーム篠宮可憐233位	263 pt
チーム篠宮可憐234位	262 pt
チーム篠宮可憐235位	254 pt
チーム篠宮可憐236位	234 pt
チーム篠宮可憐237位	232 pt
チーム篠宮可憐238位	228 pt
チーム篠宮可憐239位	223 pt
チーム篠宮可憐240位	222 pt
チーム篠宮可憐251位	191 pt
チーム篠宮可憐252位	188 pt
チーム篠宮可憐253位	186 pt
チーム篠宮可憐254位	184 pt
チーム篠宮可憐255位	181 pt
チーム篠宮可憐256位	177 pt
チーム篠宮可憐257位	171 pt
チーム篠宮可憐258位	156 pt
チーム篠宮可憐259位	156 pt
チーム篠宮可憐260位	151 pt
チーム篠宮可憐271位	136 pt
チーム篠宮可憐272位	135 pt
チーム篠宮可憐273位	133 pt
チーム篠宮可憐274位	131 pt
チーム篠宮可憐275位	131 pt
チーム篠宮可憐276位	128 pt
チーム篠宮可憐277位	125 pt
チーム篠宮可憐278位	123 pt
チーム篠宮可憐279位	121 pt
チーム篠宮可憐280位	119 pt
チーム篠宮可憐291位	106 pt
チーム篠宮可憐292位	105 pt
チーム篠宮可憐293位	103 pt
チーム篠宮可憐294位	102 pt
チーム篠宮可憐295位	101 pt
チーム篠宮可憐296位	100 pt
チーム篠宮可憐297位	98 pt
チーム篠宮可憐298位	98 pt
チーム篠宮可憐299位	96 pt
チーム篠宮可憐300位	96 pt
チーム百瀬莉緒51位	14695 pt
チーム百瀬莉緒52位	14283 pt
チーム百瀬莉緒53位	13976 pt
チーム百瀬莉緒54位	13597 pt
チーム百瀬莉緒55位	13048 pt
チーム百瀬莉緒56位	12535 pt
チーム百瀬莉緒57位	12230 pt
チーム百瀬莉緒58位	11426 pt
チーム百瀬莉緒59位	11364 pt
チーム百瀬莉緒60位	11133 pt
チーム百瀬莉緒71位	8464 pt
チーム百瀬莉緒72位	8057 pt
チーム百瀬莉緒73位	8044 pt
チーム百瀬莉緒74位	7923 pt
チーム百瀬莉緒75位	7899 pt
チーム百瀬莉緒76位	7843 pt
チーム百瀬莉緒77位	7511 pt
チーム百瀬莉緒78位	7353 pt
チーム百瀬莉緒79位	6685 pt
チーム百瀬莉緒80位	6599 pt
チーム百瀬莉緒91位	4837 pt
チーム百瀬莉緒92位	4817 pt
チーム百瀬莉緒93位	4814 pt
チーム百瀬莉緒94位	4780 pt
チーム百瀬莉緒95位	4679 pt
チーム百瀬莉緒96位	4583 pt
チーム百瀬莉緒97位	4547 pt
チーム百瀬莉緒98位	4437 pt
チーム百瀬莉緒99位	4431 pt
チーム百瀬莉緒100位	4218 pt
チーム百瀬莉緒111位	3391 pt
チーム百瀬莉緒112位	3377 pt
チーム百瀬莉緒113位	3285 pt
チーム百瀬莉緒114位	3273 pt
チーム百瀬莉緒115位	3083 pt
チーム百瀬莉緒116位	3028 pt
チーム百瀬莉緒117位	2961 pt
チーム百瀬莉緒118位	2940 pt
チーム百瀬莉緒119位	2795 pt
チーム百瀬莉緒120位	2794 pt
チーム百瀬莉緒131位	2040 pt
チーム百瀬莉緒132位	2022 pt
チーム百瀬莉緒133位	1978 pt
チーム百瀬莉緒134位	1957 pt
チーム百瀬莉緒135位	1929 pt
チーム百瀬莉緒136位	1900 pt
チーム百瀬莉緒137位	1848 pt
チーム百瀬莉緒138位	1802 pt
チーム百瀬莉緒139位	1797 pt
チーム百瀬莉緒140位	1781 pt
チーム百瀬莉緒151位	1432 pt
チーム百瀬莉緒152位	1421 pt
チーム百瀬莉緒153位	1406 pt
チーム百瀬莉緒154位	1390 pt
チーム百瀬莉緒155位	1374 pt
チーム百瀬莉緒156位	1346 pt
チーム百瀬莉緒157位	1331 pt
チーム百瀬莉緒158位	1196 pt
チーム百瀬莉緒159位	1195 pt
チーム百瀬莉緒160位	1185 pt
チーム百瀬莉緒171位	1069 pt
チーム百瀬莉緒172位	1069 pt
チーム百瀬莉緒173位	1054 pt
チーム百瀬莉緒174位	1032 pt
チーム百瀬莉緒175位	1031 pt
チーム百瀬莉緒176位	1030 pt
チーム百瀬莉緒177位	998 pt
チーム百瀬莉緒178位	998 pt
チーム百瀬莉緒179位	988 pt
チーム百瀬莉緒180位	974 pt
チーム百瀬莉緒191位	806 pt
チーム百瀬莉緒192位	806 pt
チーム百瀬莉緒193位	788 pt
チーム百瀬莉緒194位	779 pt
チーム百瀬莉緒195位	719 pt
チーム百瀬莉緒196位	701 pt
チーム百瀬莉緒197位	683 pt
チーム百瀬莉緒198位	677 pt
チーム百瀬莉緒199位	671 pt
チーム百瀬莉緒200位	647 pt
チーム百瀬莉緒211位	548 pt
チーム百瀬莉緒212位	527 pt
チーム百瀬莉緒213位	524 pt
チーム百瀬莉緒214位	522 pt
チーム百瀬莉緒215位	513 pt
チーム百瀬莉緒216位	509 pt
チーム百瀬莉緒217位	509 pt
チーム百瀬莉緒218位	497 pt
チーム百瀬莉緒219位	494 pt
チーム百瀬莉緒220位	493 pt
チーム百瀬莉緒231位	426 pt
チーム百瀬莉緒232位	424 pt
チーム百瀬莉緒233位	421 pt
チーム百瀬莉緒234位	419 pt
チーム百瀬莉緒235位	416 pt
チーム百瀬莉緒236位	413 pt
チーム百瀬莉緒237位	402 pt
チーム百瀬莉緒238位	401 pt
チーム百瀬莉緒239位	380 pt
チーム百瀬莉緒240位	376 pt
チーム百瀬莉緒251位	342 pt
チーム百瀬莉緒252位	337 pt
チーム百瀬莉緒253位	333 pt
チーム百瀬莉緒254位	327 pt
チーム百瀬莉緒255位	325 pt
チーム百瀬莉緒256位	324 pt
チーム百瀬莉緒257位	324 pt
チーム百瀬莉緒258位	323 pt
チーム百瀬莉緒259位	316 pt
チーム百瀬莉緒260位	310 pt
チーム百瀬莉緒271位	249 pt
チーム百瀬莉緒272位	249 pt
チーム百瀬莉緒273位	249 pt
チーム百瀬莉緒274位	248 pt
チーム百瀬莉緒275位	248 pt
チーム百瀬莉緒276位	243 pt
チーム百瀬莉緒277位	237 pt
チーム百瀬莉緒278位	231 pt
チーム百瀬莉緒279位	229 pt
チーム百瀬莉緒280位	228 pt
チーム百瀬莉緒291位	194 pt
チーム百瀬莉緒292位	192 pt
チーム百瀬莉緒293位	184 pt
チーム百瀬莉緒294位	182 pt
チーム百瀬莉緒295位	182 pt
チーム百瀬莉緒296位	182 pt
チーム百瀬莉緒297位	181 pt
チーム百瀬莉緒298位	180 pt
チーム百瀬莉緒299位	179 pt
チーム百瀬莉緒300位	178 pt
チーム永吉昴51位	12265 pt
チーム永吉昴52位	11347 pt
チーム永吉昴53位	11278 pt
チーム永吉昴54位	11013 pt
チーム永吉昴55位	10822 pt
チーム永吉昴56位	10624 pt
チーム永吉昴57位	10599 pt
チーム永吉昴58位	10192 pt
チーム永吉昴59位	10108 pt
チーム永吉昴60位	10036 pt
チーム永吉昴71位	8040 pt
チーム永吉昴72位	7907 pt
チーム永吉昴73位	7703 pt
チーム永吉昴74位	7503 pt
チーム永吉昴75位	7431 pt
チーム永吉昴76位	7430 pt
チーム永吉昴77位	6939 pt
チーム永吉昴78位	6707 pt
チーム永吉昴79位	6077 pt
チーム永吉昴80位	5928 pt
チーム永吉昴91位	4793 pt
チーム永吉昴92位	4443 pt
チーム永吉昴93位	4105 pt
チーム永吉昴94位	3808 pt
チーム永吉昴95位	3723 pt
チーム永吉昴96位	3682 pt
チーム永吉昴97位	3614 pt
チーム永吉昴98位	3535 pt
チーム永吉昴99位	3533 pt
チーム永吉昴100位	3486 pt
チーム永吉昴111位	2520 pt
チーム永吉昴112位	2514 pt
チーム永吉昴113位	2419 pt
チーム永吉昴114位	2379 pt
チーム永吉昴115位	2287 pt
チーム永吉昴116位	2250 pt
チーム永吉昴117位	2185 pt
チーム永吉昴118位	2157 pt
チーム永吉昴119位	2143 pt
チーム永吉昴120位	2019 pt
チーム永吉昴131位	1555 pt
チーム永吉昴132位	1545 pt
チーム永吉昴133位	1484 pt
チーム永吉昴134位	1456 pt
チーム永吉昴135位	1424 pt
チーム永吉昴136位	1421 pt
チーム永吉昴137位	1419 pt
チーム永吉昴138位	1414 pt
チーム永吉昴139位	1405 pt
チーム永吉昴140位	1390 pt
チーム永吉昴151位	1011 pt
チーム永吉昴152位	998 pt
チーム永吉昴153位	969 pt
チーム永吉昴154位	927 pt
チーム永吉昴155位	910 pt
チーム永吉昴156位	897 pt
チーム永吉昴157位	879 pt
チーム永吉昴158位	876 pt
チーム永吉昴159位	869 pt
チーム永吉昴160位	843 pt
チーム永吉昴171位	678 pt
チーム永吉昴172位	675 pt
チーム永吉昴173位	675 pt
チーム永吉昴174位	674 pt
チーム永吉昴175位	672 pt
チーム永吉昴176位	668 pt
チーム永吉昴177位	662 pt
チーム永吉昴178位	617 pt
チーム永吉昴179位	611 pt
チーム永吉昴180位	588 pt
チーム永吉昴191位	473 pt
チーム永吉昴192位	420 pt
チーム永吉昴193位	388 pt
チーム永吉昴194位	388 pt
チーム永吉昴195位	378 pt
チーム永吉昴196位	354 pt
チーム永吉昴197位	352 pt
チーム永吉昴198位	350 pt
チーム永吉昴199位	344 pt
チーム永吉昴200位	341 pt
チーム永吉昴211位	278 pt
チーム永吉昴212位	269 pt
チーム永吉昴213位	268 pt
チーム永吉昴214位	262 pt
チーム永吉昴215位	256 pt
チーム永吉昴216位	251 pt
チーム永吉昴217位	246 pt
チーム永吉昴218位	238 pt
チーム永吉昴219位	235 pt
チーム永吉昴220位	231 pt
チーム永吉昴231位	193 pt
チーム永吉昴232位	186 pt
チーム永吉昴233位	185 pt
チーム永吉昴234位	184 pt
チーム永吉昴235位	184 pt
チーム永吉昴236位	180 pt
チーム永吉昴237位	176 pt
チーム永吉昴238位	175 pt
チーム永吉昴239位	172 pt
チーム永吉昴240位	170 pt
チーム永吉昴251位	134 pt
チーム永吉昴252位	133 pt
チーム永吉昴253位	133 pt
チーム永吉昴254位	133 pt
チーム永吉昴255位	130 pt
チーム永吉昴256位	129 pt
チーム永吉昴257位	123 pt
チーム永吉昴258位	123 pt
チーム永吉昴259位	118 pt
チーム永吉昴260位	118 pt
チーム永吉昴271位	99 pt
チーム永吉昴272位	99 pt
チーム永吉昴273位	99 pt
チーム永吉昴274位	94 pt
チーム永吉昴275位	88 pt
チーム永吉昴276位	87 pt
チーム永吉昴277位	86 pt
チーム永吉昴278位	84 pt
チーム永吉昴279位	82 pt
チーム永吉昴280位	81 pt
チーム永吉昴291位	61 pt
チーム永吉昴292位	59 pt
チーム永吉昴293位	58 pt
チーム永吉昴294位	57 pt
チーム永吉昴295位	54 pt
チーム永吉昴296位	54 pt
チーム永吉昴297位	52 pt
チーム永吉昴298位	52 pt
チーム永吉昴299位	50 pt
チーム永吉昴300位	47 pt
チーム北上麗花51位	11138 pt
チーム北上麗花52位	10797 pt
チーム北上麗花53位	10664 pt
チーム北上麗花54位	10308 pt
チーム北上麗花55位	10151 pt
チーム北上麗花56位	10022 pt
チーム北上麗花57位	9945 pt
チーム北上麗花58位	9933 pt
チーム北上麗花59位	9770 pt
チーム北上麗花60位	9381 pt
チーム北上麗花71位	6986 pt
チーム北上麗花72位	6884 pt
チーム北上麗花73位	6856 pt
チーム北上麗花74位	6675 pt
チーム北上麗花75位	6396 pt
チーム北上麗花76位	6294 pt
チーム北上麗花77位	6136 pt
チーム北上麗花78位	5696 pt
チーム北上麗花79位	5455 pt
チーム北上麗花80位	5393 pt
チーム北上麗花91位	4504 pt
チーム北上麗花92位	4396 pt
チーム北上麗花93位	4181 pt
チーム北上麗花94位	4070 pt
チーム北上麗花95位	4035 pt
チーム北上麗花96位	3819 pt
チーム北上麗花97位	3799 pt
チーム北上麗花98位	3795 pt
チーム北上麗花99位	3761 pt
チーム北上麗花100位	3424 pt
チーム北上麗花111位	2788 pt
チーム北上麗花112位	2770 pt
チーム北上麗花113位	2679 pt
チーム北上麗花114位	2639 pt
チーム北上麗花115位	2531 pt
チーム北上麗花116位	2509 pt
チーム北上麗花117位	2484 pt
チーム北上麗花118位	2476 pt
チーム北上麗花119位	2446 pt
チーム北上麗花120位	2434 pt
チーム北上麗花131位	1961 pt
チーム北上麗花132位	1931 pt
チーム北上麗花133位	1866 pt
チーム北上麗花134位	1843 pt
チーム北上麗花135位	1837 pt
チーム北上麗花136位	1831 pt
チーム北上麗花137位	1824 pt
チーム北上麗花138位	1819 pt
チーム北上麗花139位	1734 pt
チーム北上麗花140位	1718 pt
チーム北上麗花151位	1462 pt
チーム北上麗花152位	1439 pt
チーム北上麗花153位	1343 pt
チーム北上麗花154位	1299 pt
チーム北上麗花155位	1299 pt
チーム北上麗花156位	1294 pt
チーム北上麗花157位	1289 pt
チーム北上麗花158位	1246 pt
チーム北上麗花159位	1240 pt
チーム北上麗花160位	1226 pt
チーム北上麗花171位	945 pt
チーム北上麗花172位	935 pt
チーム北上麗花173位	922 pt
チーム北上麗花174位	898 pt
チーム北上麗花175位	882 pt
チーム北上麗花176位	876 pt
チーム北上麗花177位	865 pt
チーム北上麗花178位	865 pt
チーム北上麗花179位	856 pt
チーム北上麗花180位	855 pt
チーム北上麗花191位	695 pt
チーム北上麗花192位	687 pt
チーム北上麗花193位	662 pt
チーム北上麗花194位	658 pt
チーム北上麗花195位	651 pt
チーム北上麗花196位	616 pt
チーム北上麗花197位	601 pt
チーム北上麗花198位	594 pt
チーム北上麗花199位	593 pt
チーム北上麗花200位	518 pt
チーム北上麗花211位	454 pt
チーム北上麗花212位	429 pt
チーム北上麗花213位	426 pt
チーム北上麗花214位	397 pt
チーム北上麗花215位	393 pt
チーム北上麗花216位	378 pt
チーム北上麗花217位	371 pt
チーム北上麗花218位	370 pt
チーム北上麗花219位	364 pt
チーム北上麗花220位	348 pt
チーム北上麗花231位	298 pt
チーム北上麗花232位	291 pt
チーム北上麗花233位	288 pt
チーム北上麗花234位	285 pt
チーム北上麗花235位	272 pt
チーム北上麗花236位	258 pt
チーム北上麗花237位	258 pt
チーム北上麗花238位	247 pt
チーム北上麗花239位	245 pt
チーム北上麗花240位	242 pt
チーム北上麗花251位	172 pt
チーム北上麗花252位	172 pt
チーム北上麗花253位	164 pt
チーム北上麗花254位	163 pt
チーム北上麗花255位	160 pt
チーム北上麗花256位	158 pt
チーム北上麗花257位	151 pt
チーム北上麗花258位	148 pt
チーム北上麗花259位	146 pt
チーム北上麗花260位	145 pt
チーム北上麗花271位	113 pt
チーム北上麗花272位	113 pt
チーム北上麗花273位	113 pt
チーム北上麗花274位	112 pt
チーム北上麗花275位	112 pt
チーム北上麗花276位	112 pt
チーム北上麗花277位	105 pt
チーム北上麗花278位	105 pt
チーム北上麗花279位	103 pt
チーム北上麗花280位	102 pt
チーム北上麗花291位	74 pt
チーム北上麗花292位	73 pt
チーム北上麗花293位	70 pt
チーム北上麗花294位	67 pt
チーム北上麗花295位	66 pt
チーム北上麗花296位	65 pt
チーム北上麗花297位	65 pt
チーム北上麗花298位	64 pt
チーム北上麗花299位	62 pt
チーム北上麗花300位	62 pt
チーム周防桃子51位	24027 pt
チーム周防桃子52位	24013 pt
チーム周防桃子53位	23670 pt
チーム周防桃子54位	23067 pt
チーム周防桃子55位	22652 pt
チーム周防桃子56位	21767 pt
チーム周防桃子57位	21501 pt
チーム周防桃子58位	20263 pt
チーム周防桃子59位	19780 pt
チーム周防桃子60位	17797 pt
チーム周防桃子71位	12258 pt
チーム周防桃子72位	11075 pt
チーム周防桃子73位	11032 pt
チーム周防桃子74位	10998 pt
チーム周防桃子75位	10390 pt
チーム周防桃子76位	10143 pt
チーム周防桃子77位	9388 pt
チーム周防桃子78位	9278 pt
チーム周防桃子79位	8892 pt
チーム周防桃子80位	8384 pt
チーム周防桃子91位	6572 pt
チーム周防桃子92位	6341 pt
チーム周防桃子93位	6300 pt
チーム周防桃子94位	6111 pt
チーム周防桃子95位	6063 pt
チーム周防桃子96位	6004 pt
チーム周防桃子97位	5993 pt
チーム周防桃子98位	5952 pt
チーム周防桃子99位	5707 pt
チーム周防桃子100位	5676 pt
チーム周防桃子111位	4784 pt
チーム周防桃子112位	4651 pt
チーム周防桃子113位	4602 pt
チーム周防桃子114位	4551 pt
チーム周防桃子115位	4456 pt
チーム周防桃子116位	4430 pt
チーム周防桃子117位	4425 pt
チーム周防桃子118位	4395 pt
チーム周防桃子119位	4387 pt
チーム周防桃子120位	4221 pt
チーム周防桃子131位	3737 pt
チーム周防桃子132位	3657 pt
チーム周防桃子133位	3634 pt
チーム周防桃子134位	3619 pt
チーム周防桃子135位	3580 pt
チーム周防桃子136位	3561 pt
チーム周防桃子137位	3378 pt
チーム周防桃子138位	3368 pt
チーム周防桃子139位	3323 pt
チーム周防桃子140位	3282 pt
チーム周防桃子151位	2828 pt
チーム周防桃子152位	2810 pt
チーム周防桃子153位	2767 pt
チーム周防桃子154位	2764 pt
チーム周防桃子155位	2754 pt
チーム周防桃子156位	2748 pt
チーム周防桃子157位	2732 pt
チーム周防桃子158位	2697 pt
チーム周防桃子159位	2667 pt
チーム周防桃子160位	2637 pt
チーム周防桃子171位	2267 pt
チーム周防桃子172位	2225 pt
チーム周防桃子173位	2214 pt
チーム周防桃子174位	2201 pt
チーム周防桃子175位	2150 pt
チーム周防桃子176位	2143 pt
チーム周防桃子177位	2132 pt
チーム周防桃子178位	2104 pt
チーム周防桃子179位	2075 pt
チーム周防桃子180位	2047 pt
チーム周防桃子191位	1616 pt
チーム周防桃子192位	1589 pt
チーム周防桃子193位	1578 pt
チーム周防桃子194位	1574 pt
チーム周防桃子195位	1499 pt
チーム周防桃子196位	1494 pt
チーム周防桃子197位	1477 pt
チーム周防桃子198位	1461 pt
チーム周防桃子199位	1419 pt
チーム周防桃子200位	1414 pt
チーム周防桃子211位	1196 pt
チーム周防桃子212位	1178 pt
チーム周防桃子213位	1166 pt
チーム周防桃子214位	1148 pt
チーム周防桃子215位	1110 pt
チーム周防桃子216位	1108 pt
チーム周防桃子217位	1098 pt
チーム周防桃子218位	1098 pt
チーム周防桃子219位	1094 pt
チーム周防桃子220位	1078 pt
チーム周防桃子231位	929 pt
チーム周防桃子232位	924 pt
チーム周防桃子233位	909 pt
チーム周防桃子234位	882 pt
チーム周防桃子235位	877 pt
チーム周防桃子236位	875 pt
チーム周防桃子237位	850 pt
チーム周防桃子238位	848 pt
チーム周防桃子239位	848 pt
チーム周防桃子240位	819 pt
チーム周防桃子251位	720 pt
チーム周防桃子252位	714 pt
チーム周防桃子253位	713 pt
チーム周防桃子254位	709 pt
チーム周防桃子255位	701 pt
チーム周防桃子256位	700 pt
チーム周防桃子257位	698 pt
チーム周防桃子258位	697 pt
チーム周防桃子259位	676 pt
チーム周防桃子260位	660 pt
チーム周防桃子271位	543 pt
チーム周防桃子272位	541 pt
チーム周防桃子273位	533 pt
チーム周防桃子274位	507 pt
チーム周防桃子275位	495 pt
チーム周防桃子276位	492 pt
チーム周防桃子277位	485 pt
チーム周防桃子278位	475 pt
チーム周防桃子279位	473 pt
チーム周防桃子280位	471 pt
チーム周防桃子291位	402 pt
チーム周防桃子292位	402 pt
チーム周防桃子293位	398 pt
チーム周防桃子294位	396 pt
チーム周防桃子295位	396 pt
チーム周防桃子296位	391 pt
チーム周防桃子297位	380 pt
チーム周防桃子298位	379 pt
チーム周防桃子299位	369 pt
チーム周防桃子300位	368 pt
チームジュリア51位	28429 pt
チームジュリア52位	27607 pt
チームジュリア53位	26135 pt
チームジュリア54位	25678 pt
チームジュリア55位	24761 pt
チームジュリア56位	24564 pt
チームジュリア57位	23822 pt
チームジュリア58位	23582 pt
チームジュリア59位	23459 pt
チームジュリア60位	23388 pt
チームジュリア71位	17737 pt
チームジュリア72位	17424 pt
チームジュリア73位	17358 pt
チームジュリア74位	17114 pt
チームジュリア75位	15937 pt
チームジュリア76位	15833 pt
チームジュリア77位	15763 pt
チームジュリア78位	15669 pt
チームジュリア79位	15634 pt
チームジュリア80位	15207 pt
チームジュリア91位	12519 pt
チームジュリア92位	12453 pt
チームジュリア93位	12383 pt
チームジュリア94位	11971 pt
チームジュリア95位	11950 pt
チームジュリア96位	11633 pt
チームジュリア97位	11602 pt
チームジュリア98位	11441 pt
チームジュリア99位	11275 pt
チームジュリア100位	11147 pt
チームジュリア111位	9447 pt
チームジュリア112位	9329 pt
チームジュリア113位	9171 pt
チームジュリア114位	8813 pt
チームジュリア115位	8712 pt
チームジュリア116位	8528 pt
チームジュリア117位	8524 pt
チームジュリア118位	8509 pt
チームジュリア119位	8459 pt
チームジュリア120位	8435 pt
チームジュリア131位	7256 pt
チームジュリア132位	7207 pt
チームジュリア133位	7140 pt
チームジュリア134位	7036 pt
チームジュリア135位	7015 pt
チームジュリア136位	6932 pt
チームジュリア137位	6917 pt
チームジュリア138位	6652 pt
チームジュリア139位	6648 pt
チームジュリア140位	6584 pt
チームジュリア151位	5963 pt
チームジュリア152位	5898 pt
チームジュリア153位	5826 pt
チームジュリア154位	5815 pt
チームジュリア155位	5786 pt
チームジュリア156位	5734 pt
チームジュリア157位	5565 pt
チームジュリア158位	5535 pt
チームジュリア159位	5508 pt
チームジュリア160位	5455 pt
チームジュリア171位	4176 pt
チームジュリア172位	4139 pt
チームジュリア173位	4138 pt
チームジュリア174位	4056 pt
チームジュリア175位	3959 pt
チームジュリア176位	3633 pt
チームジュリア177位	3616 pt
チームジュリア178位	3592 pt
チームジュリア179位	3533 pt
チームジュリア180位	3505 pt
チームジュリア191位	2916 pt
チームジュリア192位	2905 pt
チームジュリア193位	2904 pt
チームジュリア194位	2836 pt
チームジュリア195位	2795 pt
チームジュリア196位	2790 pt
チームジュリア197位	2776 pt
チームジュリア198位	2749 pt
チームジュリア199位	2680 pt
チームジュリア200位	2669 pt
チームジュリア211位	2339 pt
チームジュリア212位	2323 pt
チームジュリア213位	2306 pt
チームジュリア214位	2297 pt
チームジュリア215位	2287 pt
チームジュリア216位	2094 pt
チームジュリア217位	2072 pt
チームジュリア218位	2006 pt
チームジュリア219位	2004 pt
チームジュリア220位	1984 pt
チームジュリア231位	1615 pt
チームジュリア232位	1546 pt
チームジュリア233位	1533 pt
チームジュリア234位	1518 pt
チームジュリア235位	1489 pt
チームジュリア236位	1437 pt
チームジュリア237位	1396 pt
チームジュリア238位	1385 pt
チームジュリア239位	1374 pt
チームジュリア240位	1369 pt
チームジュリア251位	1208 pt
チームジュリア252位	1196 pt
チームジュリア253位	1181 pt
チームジュリア254位	1160 pt
チームジュリア255位	1156 pt
チームジュリア256位	1150 pt
チームジュリア257位	1132 pt
チームジュリア258位	1132 pt
チームジュリア259位	1109 pt
チームジュリア260位	1102 pt
チームジュリア271位	974 pt
チームジュリア272位	967 pt
チームジュリア273位	951 pt
チームジュリア274位	951 pt
チームジュリア275位	936 pt
チームジュリア276位	929 pt
チームジュリア277位	925 pt
チームジュリア278位	913 pt
チームジュリア279位	890 pt
チームジュリア280位	888 pt
チームジュリア291位	775 pt
チームジュリア292位	770 pt
チームジュリア293位	765 pt
チームジュリア294位	764 pt
チームジュリア295位	762 pt
チームジュリア296位	716 pt
チームジュリア297位	715 pt
チームジュリア298位	710 pt
チームジュリア299位	705 pt
チームジュリア300位	689 pt
※03/17 14:19 集計時点のポイントですBY SKDN
