100位	115,166,453 pt
10位	362,346,881 pt
	11位	360,037,906 pt
20位	212,100,245 pt
※04/12 15:40 集計時点 BYそくどん


100位	102,974,964 pt
500位	48,338,784 pt
1200位	15,517,603 pt
1300位	12,892,164 pt
1000位	20,734,447 pt
	1位	785,709,801 pt
10位	362,094,635 pt
	11位	360,037,906 pt
20位	211,825,068 pt
※04/12 15:39 集計時点 BYそくどん


100位	102,974,964 pt
500位	48,038,668 pt
1200位	15,517,603 pt
1300位	12,892,164 pt
1000位	20,734,447 pt
	1位	785,709,801 pt
10位	361,827,102 pt
	11位	360,037,906 pt
20位	211,572,686 pt
※04/12 15:38 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,986,030 pt
1200位	15,517,603 pt
1300位	12,887,893 pt
1000位	20,733,654 pt
	1位	785,709,801 pt
10位	361,827,102 pt
	11位	360,037,906 pt
20位	209,894,869 pt
※04/12 15:36 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,986,030 pt
1200位	15,517,603 pt
1300位	12,834,989 pt
1000位	20,733,654 pt
	1位	785,709,801 pt
10位	361,827,102 pt
	11位	360,037,906 pt
20位	209,894,869 pt
※04/12 15:35 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,986,030 pt
1200位	15,517,603 pt
1300位	12,834,989 pt
1000位	20,733,654 pt
	1位	785,709,801 pt
10位	361,574,856 pt
	11位	360,037,906 pt
20位	209,398,021 pt
※04/12 15:33 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,986,030 pt
1200位	15,517,603 pt
1300位	12,834,989 pt
1000位	20,733,654 pt
	1位	785,709,801 pt
10位	361,574,856 pt
	11位	360,037,906 pt
20位	209,398,021 pt
※04/12 15:32 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,986,030 pt
1200位	15,517,603 pt
1300位	12,834,989 pt
1000位	20,733,654 pt
	1位	785,709,801 pt
10位	361,574,856 pt
	11位	360,037,906 pt
20位	209,205,930 pt
※04/12 15:31 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,986,030 pt
1200位	15,517,603 pt
1300位	12,834,989 pt
1000位	20,733,654 pt
	1位	785,709,801 pt
10位	361,574,856 pt
	11位	360,037,906 pt
20位	209,205,590 pt
※04/12 15:30 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,986,030 pt
1200位	15,517,603 pt
1300位	12,834,989 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	361,574,856 pt
	11位	360,037,906 pt
20位	208,918,947 pt
※04/12 15:29 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,986,030 pt
1200位	15,517,603 pt
1300位	12,834,989 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	361,574,856 pt
	11位	360,037,906 pt
20位	208,655,235 pt
※04/12 15:28 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,986,030 pt
1200位	15,517,603 pt
1300位	12,834,989 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	361,322,610 pt
	11位	360,037,906 pt
20位	208,390,595 pt
※04/12 15:27 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,986,030 pt
1200位	15,517,603 pt
1300位	12,834,989 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	361,322,610 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:26 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,892,650 pt
1200位	15,517,603 pt
1300位	12,834,989 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	361,322,610 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:25 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,837,458 pt
1200位	15,517,603 pt
1300位	12,834,989 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	361,047,433 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:23 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,780,578 pt
1200位	15,517,603 pt
1300位	12,834,989 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	361,047,433 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:21 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,761,618 pt
1200位	15,484,421 pt
1300位	12,834,989 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	361,047,433 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:20 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,742,658 pt
1200位	15,468,159 pt
1300位	12,834,989 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	361,047,433 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:19 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,728,126 pt
1200位	15,468,159 pt
1300位	12,834,989 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	361,047,433 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:18 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,728,126 pt
1200位	15,468,159 pt
1300位	12,834,989 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	361,047,433 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:16 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,728,126 pt
1200位	15,468,159 pt
1300位	12,834,989 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	361,047,433 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:15 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,709,591 pt
1200位	15,468,159 pt
1300位	12,834,989 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	361,047,433 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:13 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,709,591 pt
1200位	15,468,159 pt
1300位	12,834,989 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	361,047,433 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:11 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,709,591 pt
1200位	15,468,159 pt
1300位	12,834,989 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	361,047,433 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:10 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,709,591 pt
1200位	15,468,159 pt
1300位	12,834,989 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	361,047,433 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:09 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,709,591 pt
1200位	15,468,159 pt
1300位	12,821,943 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	360,795,187 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:08 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,709,591 pt
1200位	15,468,159 pt
1300位	12,821,943 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	360,298,340 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:06 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,709,591 pt
1200位	15,468,159 pt
1300位	12,813,755 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	360,298,340 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:05 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,623,442 pt
1200位	15,446,334 pt
1300位	12,796,986 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	360,298,340 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:03 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,623,170 pt
1200位	15,446,334 pt
1300位	12,796,986 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	360,046,094 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:01 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,622,038 pt
1200位	15,446,334 pt
1300位	12,796,986 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	360,046,094 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 15:00 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,621,698 pt
1200位	15,400,308 pt
1300位	12,796,986 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	360,046,094 pt
	11位	360,037,906 pt
20位	208,225,953 pt
※04/12 14:59 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,620,770 pt
1200位	15,400,308 pt
1300位	12,796,986 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	360,037,906 pt
	11位	359,526,315 pt
20位	208,225,953 pt
※04/12 14:58 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,619,434 pt
1200位	15,400,308 pt
1300位	12,796,986 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	360,037,906 pt
	11位	359,021,823 pt
20位	208,225,953 pt
※04/12 14:56 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,619,162 pt
1200位	15,400,308 pt
1300位	12,796,986 pt
1000位	20,640,341 pt
	1位	785,709,801 pt
10位	360,037,906 pt
	11位	358,754,290 pt
20位	208,225,953 pt
※04/12 14:55 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,400,308 pt
1300位	12,796,986 pt
1000位	20,606,081 pt
	1位	785,709,801 pt
10位	360,037,906 pt
	11位	358,228,126 pt
20位	208,225,953 pt
※04/12 14:53 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,400,308 pt
1300位	12,796,986 pt
1000位	20,606,081 pt
	1位	785,709,801 pt
10位	360,037,906 pt
	11位	358,227,334 pt
20位	208,225,953 pt
※04/12 14:51 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,400,308 pt
1300位	12,796,986 pt
1000位	20,606,081 pt
	1位	785,709,801 pt
10位	360,037,906 pt
	11位	358,227,334 pt
20位	208,225,953 pt
※04/12 14:50 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,400,308 pt
1300位	12,795,914 pt
1000位	20,606,081 pt
	1位	785,709,801 pt
10位	360,037,906 pt
	11位	358,227,334 pt
20位	208,225,953 pt
※04/12 14:49 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,400,308 pt
1300位	12,795,914 pt
1000位	20,606,081 pt
	1位	785,709,801 pt
10位	360,037,906 pt
	11位	358,227,334 pt
20位	208,225,953 pt
※04/12 14:48 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,389,109 pt
1300位	12,795,914 pt
1000位	20,606,081 pt
	1位	785,709,801 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:46 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,389,109 pt
1300位	12,782,459 pt
1000位	20,606,081 pt
	1位	785,709,801 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:45 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,389,109 pt
1300位	12,753,235 pt
1000位	20,606,081 pt
	1位	785,709,801 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:43 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,385,959 pt
1300位	12,753,235 pt
1000位	20,606,081 pt
	1位	785,709,801 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:41 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,382,751 pt
1300位	12,753,235 pt
1000位	20,606,081 pt
	1位	785,709,801 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:40 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,382,751 pt
1300位	12,753,235 pt
1000位	20,606,081 pt
	1位	780,503,302 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:39 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,382,751 pt
1300位	12,753,235 pt
1000位	20,606,081 pt
	1位	768,999,608 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:39 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,382,751 pt
1300位	12,727,899 pt
1000位	20,566,503 pt
	1位	764,901,152 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:37 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,382,751 pt
1300位	12,727,899 pt
1000位	20,566,503 pt
	1位	760,087,900 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:36 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,380,477 pt
1300位	12,727,899 pt
1000位	20,566,503 pt
	1位	753,444,386 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:35 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,380,477 pt
1300位	12,727,899 pt
1000位	20,566,503 pt
	1位	736,053,991 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:33 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,380,477 pt
1300位	12,727,899 pt
1000位	20,566,503 pt
	1位	733,578,379 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:31 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,376,197 pt
1300位	12,727,899 pt
1000位	20,566,503 pt
	1位	733,578,379 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:30 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,376,197 pt
1300位	12,727,899 pt
1000位	20,566,503 pt
	1位	733,578,379 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:29 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,376,197 pt
1300位	12,727,899 pt
1000位	20,566,503 pt
	1位	733,578,379 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:28 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,376,197 pt
1300位	12,727,899 pt
1000位	20,529,957 pt
	1位	733,578,379 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:26 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,376,197 pt
1300位	12,727,899 pt
1000位	20,529,957 pt
	1位	733,578,379 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:25 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,376,197 pt
1300位	12,727,899 pt
1000位	20,529,957 pt
	1位	733,578,379 pt
10位	360,037,906 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:23 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,361,892 pt
1300位	12,665,355 pt
1000位	20,529,957 pt
	1位	733,578,379 pt
10位	360,037,770 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:21 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,361,892 pt
1300位	12,665,355 pt
1000位	20,529,957 pt
	1位	733,578,379 pt
10位	360,037,770 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:20 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,617,690 pt
1200位	15,361,892 pt
1300位	12,665,355 pt
1000位	20,529,957 pt
	1位	733,578,379 pt
10位	360,037,634 pt
	11位	358,227,198 pt
20位	208,225,953 pt
※04/12 14:19 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,508,631 pt
1200位	15,361,892 pt
1300位	12,665,355 pt
1000位	20,529,957 pt
	1位	733,578,379 pt
10位	360,037,634 pt
	11位	357,948,199 pt
20位	208,225,953 pt
※04/12 14:18 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,508,631 pt
1200位	15,332,059 pt
1300位	12,665,355 pt
1000位	20,529,957 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	357,470,461 pt
20位	208,225,953 pt
※04/12 14:16 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,508,631 pt
1200位	15,332,059 pt
1300位	12,665,355 pt
1000位	20,529,957 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	357,218,215 pt
20位	208,225,953 pt
※04/12 14:15 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,439,957 pt
1200位	15,332,059 pt
1300位	12,665,355 pt
1000位	20,529,957 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	356,648,751 pt
20位	208,225,953 pt
※04/12 14:13 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,439,957 pt
1200位	15,332,059 pt
1300位	12,665,355 pt
1000位	20,529,957 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	356,648,751 pt
20位	208,225,953 pt
※04/12 14:11 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,439,957 pt
1200位	15,280,975 pt
1300位	12,665,355 pt
1000位	20,529,957 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	356,648,751 pt
20位	208,225,953 pt
※04/12 14:10 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,439,957 pt
1200位	15,280,975 pt
1300位	12,665,355 pt
1000位	20,500,864 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	356,090,753 pt
20位	208,225,953 pt
※04/12 14:09 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,439,957 pt
1200位	15,280,975 pt
1300位	12,665,355 pt
1000位	20,500,864 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	356,090,753 pt
20位	208,225,953 pt
※04/12 14:08 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,439,957 pt
1200位	15,280,975 pt
1300位	12,665,355 pt
1000位	20,476,001 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	355,428,227 pt
20位	208,225,953 pt
※04/12 14:06 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,439,957 pt
1200位	15,280,975 pt
1300位	12,665,355 pt
1000位	20,476,001 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	355,427,955 pt
20位	208,225,953 pt
※04/12 14:05 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,439,957 pt
1200位	15,280,975 pt
1300位	12,665,355 pt
1000位	20,465,364 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	355,118,381 pt
20位	208,225,953 pt
※04/12 14:03 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,439,957 pt
1200位	15,280,975 pt
1300位	12,665,355 pt
1000位	20,465,364 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	354,842,915 pt
20位	208,225,953 pt
※04/12 14:01 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,439,957 pt
1200位	15,225,425 pt
1300位	12,665,355 pt
1000位	20,465,364 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	354,518,053 pt
20位	208,225,953 pt
※04/12 14:00 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,439,957 pt
1200位	15,206,828 pt
1300位	12,665,355 pt
1000位	20,465,364 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	354,518,053 pt
20位	208,225,953 pt
※04/12 13:59 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,439,957 pt
1200位	15,194,611 pt
1300位	12,665,355 pt
1000位	20,465,364 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	354,518,053 pt
20位	208,225,953 pt
※04/12 13:58 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,439,957 pt
1200位	15,194,611 pt
1300位	12,651,908 pt
1000位	20,445,552 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	354,518,053 pt
20位	208,225,953 pt
※04/12 13:56 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,439,957 pt
1200位	15,194,611 pt
1300位	12,651,908 pt
1000位	20,445,552 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	354,518,053 pt
20位	208,225,953 pt
※04/12 13:55 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,439,957 pt
1200位	15,194,611 pt
1300位	12,651,908 pt
1000位	20,432,069 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	354,518,053 pt
20位	208,225,953 pt
※04/12 13:53 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,115,097 pt
1200位	15,194,611 pt
1300位	12,634,125 pt
1000位	20,432,069 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	353,902,727 pt
20位	208,225,953 pt
※04/12 13:51 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,115,097 pt
1200位	15,194,611 pt
1300位	12,634,125 pt
1000位	20,432,069 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	353,902,727 pt
20位	208,225,953 pt
※04/12 13:50 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,115,097 pt
1200位	15,189,768 pt
1300位	12,634,125 pt
1000位	20,432,069 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	353,635,194 pt
20位	208,225,953 pt
※04/12 13:49 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,115,097 pt
1200位	15,187,491 pt
1300位	12,634,125 pt
1000位	20,432,069 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	353,214,785 pt
20位	208,225,953 pt
※04/12 13:48 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,115,097 pt
1200位	15,187,491 pt
1300位	12,634,125 pt
1000位	20,418,724 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	353,214,785 pt
20位	208,225,953 pt
※04/12 13:46 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,115,097 pt
1200位	15,152,660 pt
1300位	12,634,125 pt
1000位	20,418,724 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	351,896,228 pt
20位	208,225,953 pt
※04/12 13:45 集計時点 BYそくどん


100位	102,974,964 pt
500位	47,115,097 pt
1200位	15,152,660 pt
1300位	12,634,125 pt
1000位	20,418,724 pt
	1位	733,578,379 pt
10位	360,036,502 pt
	11位	351,896,228 pt
20位	208,225,953 pt
※04/12 13:44 集計時点 BYそくどん


100位	102,974,964 pt
