100位	72,019,207 pt
1300位	1,643,216 pt
1000位	2,813,020 pt
	1位	304,727,634 pt
10位	139,372,777 pt
	11位	138,501,074 pt
20位	111,843,804 pt
※11/03 10:43 集計時点 BYそくどん


100位	48,309,538 pt
500位	9,959,533 pt
1200位	1,916,599 pt
1300位	1,637,965 pt
1000位	2,800,579 pt
	1位	300,401,843 pt
10位	139,372,777 pt
	11位	138,349,370 pt
20位	111,843,804 pt
※11/03 10:41 集計時点 BYそくどん


100位	48,309,538 pt
500位	9,959,533 pt
1200位	1,911,778 pt
1300位	1,633,297 pt
1000位	2,800,039 pt
	1位	300,400,779 pt
10位	139,372,777 pt
	11位	138,345,564 pt
20位	111,843,804 pt
※11/03 10:40 集計時点 BYそくどん


100位	48,309,538 pt
500位	9,919,896 pt
1200位	1,910,651 pt
1300位	1,627,130 pt
1000位	2,791,015 pt
	1位	299,357,412 pt
10位	139,372,777 pt
	11位	138,345,564 pt
20位	111,843,804 pt
※11/03 10:39 集計時点 BYそくどん


100位	48,309,538 pt
500位	9,919,896 pt
1200位	1,905,508 pt
1300位	1,624,724 pt
1000位	2,791,015 pt
	1位	299,357,412 pt
10位	139,372,777 pt
	11位	138,323,760 pt
20位	111,843,804 pt
※11/03 10:38 集計時点 BYそくどん


100位	48,309,538 pt
500位	9,919,896 pt
1200位	1,905,508 pt
1300位	1,624,724 pt
1000位	2,778,533 pt
	1位	299,357,412 pt
10位	139,372,777 pt
	11位	138,319,162 pt
20位	111,843,804 pt
※11/03 10:36 集計時点 BYそくどん


100位	48,309,538 pt
500位	9,919,896 pt
1200位	1,902,603 pt
1300位	1,619,158 pt
1000位	2,776,949 pt
	1位	296,954,991 pt
10位	139,372,777 pt
	11位	138,319,162 pt
20位	111,843,804 pt
※11/03 10:35 集計時点 BYそくどん


100位	48,309,538 pt
500位	9,919,896 pt
1200位	1,902,603 pt
1300位	1,619,158 pt
1000位	2,776,255 pt
	1位	296,954,991 pt
10位	139,372,777 pt
	11位	138,319,026 pt
20位	111,843,804 pt
※11/03 10:33 集計時点 BYそくどん


100位	48,309,538 pt
500位	9,919,896 pt
1200位	1,889,904 pt
1300位	1,596,896 pt
1000位	2,757,099 pt
	1位	296,954,991 pt
10位	139,372,777 pt
	11位	138,318,098 pt
20位	111,843,804 pt
※11/03 10:31 集計時点 BYそくどん


100位	48,309,538 pt
500位	9,918,664 pt
1200位	1,888,455 pt
1300位	1,591,193 pt
1000位	2,756,508 pt
	1位	296,954,991 pt
10位	139,372,777 pt
	11位	138,287,776 pt
20位	111,843,804 pt
※11/03 10:30 集計時点 BYそくどん


100位	48,309,538 pt
500位	9,834,364 pt
1200位	1,886,452 pt
1300位	1,579,392 pt
1000位	2,752,418 pt
	1位	296,954,991 pt
10位	139,372,777 pt
	11位	137,993,357 pt
20位	111,843,804 pt
※11/03 10:29 集計時点 BYそくどん


100位	48,309,538 pt
500位	9,834,364 pt
1200位	1,879,703 pt
1300位	1,570,042 pt
1000位	2,746,064 pt
	1位	296,954,991 pt
10位	139,372,777 pt
	11位	137,993,357 pt
20位	111,843,804 pt
※11/03 10:28 集計時点 BYそくどん


100位	48,067,622 pt
500位	9,782,127 pt
1200位	1,876,076 pt
1300位	1,569,009 pt
1000位	2,732,592 pt
	1位	296,954,991 pt
10位	139,372,777 pt
	11位	137,991,729 pt
20位	111,843,804 pt
※11/03 10:26 集計時点 BYそくどん


100位	48,067,622 pt
500位	9,782,127 pt
1200位	1,863,640 pt
1300位	1,569,009 pt
1000位	2,729,543 pt
	1位	296,954,991 pt
10位	139,372,777 pt
	11位	137,991,389 pt
20位	111,843,804 pt
※11/03 10:25 集計時点 BYそくどん


100位	48,067,622 pt
500位	9,675,119 pt
1200位	1,850,576 pt
1200位	1,850,576 pt
1000位	2,729,226 pt
	1位	296,954,991 pt
10位	139,372,777 pt
	11位	137,990,461 pt
20位	111,843,804 pt
※11/03 10:23 集計時点 BYそくどん


100位	48,067,622 pt
500位	9,573,056 pt
1200位	1,805,808 pt
1300位	1,534,681 pt
1000位	2,719,043 pt
	1位	296,954,991 pt
10位	139,372,777 pt
	11位	137,981,673 pt
20位	111,843,804 pt
※11/03 10:21 集計時点 BYそくどん


100位	48,067,622 pt
500位	9,573,056 pt
1200位	1,804,922 pt
1300位	1,531,989 pt
1000位	2,719,043 pt
	1位	296,954,991 pt
10位	139,372,777 pt
	11位	137,955,791 pt
20位	111,843,804 pt
※11/03 10:20 集計時点 BYそくどん


100位	48,067,622 pt
500位	9,573,056 pt
1200位	1,804,922 pt
1300位	1,529,234 pt
1000位	2,711,008 pt
	1位	296,954,991 pt
10位	139,372,777 pt
	11位	137,934,697 pt
20位	111,843,804 pt
※11/03 10:19 集計時点 BYそくどん


100位	48,067,622 pt
500位	9,536,132 pt
1200位	1,804,922 pt
1300位	1,527,771 pt
1000位	2,711,008 pt
	1位	296,462,735 pt
10位	139,372,777 pt
	11位	137,918,877 pt
20位	111,843,804 pt
※11/03 10:18 集計時点 BYそくどん


100位	48,067,622 pt
500位	9,536,132 pt
1200位	1,794,615 pt
1300位	1,523,918 pt
1000位	2,711,008 pt
	1位	292,915,285 pt
10位	139,372,777 pt
	11位	137,918,877 pt
20位	111,843,804 pt
※11/03 10:16 集計時点 BYそくどん


100位	48,067,622 pt
500位	9,536,132 pt
1200位	1,792,815 pt
1300位	1,523,918 pt
1000位	2,703,562 pt
	1位	292,615,651 pt
10位	139,372,777 pt
	11位	137,918,877 pt
20位	111,843,804 pt
※11/03 10:15 集計時点 BYそくどん


100位	48,067,622 pt
500位	9,536,132 pt
1200位	1,788,896 pt
1300位	1,513,272 pt
1000位	2,680,202 pt
	1位	292,615,651 pt
10位	139,372,777 pt
	11位	137,918,877 pt
20位	111,843,804 pt
※11/03 10:13 集計時点 BYそくどん


100位	47,829,361 pt
500位	9,464,607 pt
1200位	1,786,514 pt
1300位	1,511,942 pt
1000位	2,680,202 pt
	1位	292,615,651 pt
10位	139,372,777 pt
	11位	137,822,127 pt
20位	111,843,804 pt
※11/03 10:11 集計時点 BYそくどん


100位	47,829,361 pt
500位	9,464,607 pt
1200位	1,783,464 pt
1300位	1,504,395 pt
1000位	2,662,149 pt
	1位	292,615,651 pt
10位	139,372,777 pt
	11位	137,822,127 pt
20位	111,843,804 pt
※11/03 10:10 集計時点 BYそくどん


100位	47,829,361 pt
500位	9,227,045 pt
1200位	1,783,464 pt
1300位	1,504,395 pt
1000位	2,656,705 pt
	1位	292,615,651 pt
10位	139,372,777 pt
	11位	137,821,335 pt
20位	111,843,804 pt
※11/03 10:09 集計時点 BYそくどん


100位	47,829,361 pt
500位	9,206,867 pt
1200位	1,783,464 pt
1300位	1,504,395 pt
1000位	2,656,518 pt
	1位	292,615,651 pt
10位	139,372,777 pt
	11位	137,500,163 pt
20位	111,843,804 pt
※11/03 10:08 集計時点 BYそくどん


100位	47,829,361 pt
500位	9,206,867 pt
1200位	1,783,464 pt
1300位	1,502,591 pt
1000位	2,656,518 pt
	1位	291,756,041 pt
10位	139,372,777 pt
	11位	137,500,027 pt
20位	111,843,804 pt
※11/03 10:06 集計時点 BYそくどん


100位	47,829,361 pt
500位	9,206,867 pt
1200位	1,775,169 pt
1300位	1,501,521 pt
1000位	2,656,518 pt
	1位	283,327,838 pt
10位	139,372,777 pt
	11位	137,500,027 pt
20位	111,843,804 pt
※11/03 10:05 集計時点 BYそくどん


100位	47,829,361 pt
500位	9,206,867 pt
1200位	1,765,742 pt
1300位	1,501,521 pt
1000位	2,656,518 pt
	1位	283,327,838 pt
10位	139,372,777 pt
	11位	137,500,027 pt
20位	111,832,807 pt
※11/03 10:04 集計時点 BYそくどん


100位	47,829,361 pt
500位	9,206,867 pt
1200位	1,764,813 pt
1300位	1,501,521 pt
1000位	2,653,604 pt
	1位	282,284,471 pt
10位	139,372,777 pt
	11位	137,500,027 pt
20位	111,821,051 pt
※11/03 10:02 集計時点 BYそくどん


100位	47,829,361 pt
500位	9,206,867 pt
1200位	1,764,813 pt
1300位	1,501,521 pt
1000位	2,653,604 pt
	1位	282,284,471 pt
10位	139,372,777 pt
	11位	137,500,027 pt
20位	111,821,051 pt
※11/03 10:01 集計時点 BYそくどん


100位	47,810,488 pt
500位	9,206,867 pt
1200位	1,761,161 pt
1300位	1,500,761 pt
1000位	2,653,604 pt
	1位	282,284,471 pt
10位	139,372,777 pt
	11位	137,500,027 pt
20位	111,821,051 pt
※11/03 10:01 集計時点 BYそくどん


100位	46,919,520 pt
500位	9,206,867 pt
1200位	1,761,161 pt
1300位	1,496,932 pt
1000位	2,637,429 pt
	1位	282,284,471 pt
10位	139,372,777 pt
	11位	137,500,027 pt
20位	111,821,051 pt
※11/03 10:00 集計時点 BYそくどん


100位	46,919,520 pt
500位	9,143,602 pt
1200位	1,761,161 pt
1300位	1,493,700 pt
1000位	2,636,255 pt
	1位	281,374,868 pt
10位	139,372,777 pt
	11位	137,500,027 pt
20位	111,809,675 pt
※11/03 09:59 集計時点 BYそくどん


100位	46,919,520 pt
500位	9,143,602 pt
1200位	1,761,161 pt
1300位	1,493,700 pt
1000位	2,636,255 pt
	1位	281,374,868 pt
10位	139,372,777 pt
	11位	137,473,711 pt
20位	111,809,675 pt
※11/03 09:58 集計時点 BYそくどん


100位	46,919,520 pt
500位	9,143,602 pt
1200位	1,752,914 pt
1300位	1,485,834 pt
1000位	2,630,897 pt
	1位	280,058,620 pt
10位	139,372,777 pt
	11位	137,179,428 pt
20位	111,809,675 pt
※11/03 09:56 集計時点 BYそくどん


100位	46,789,688 pt
500位	9,143,602 pt
1200位	1,752,914 pt
1300位	1,485,751 pt
1000位	2,630,897 pt
	1位	279,239,935 pt
10位	139,372,777 pt
	11位	137,179,428 pt
20位	111,809,675 pt
※11/03 09:55 集計時点 BYそくどん


100位	46,789,688 pt
500位	9,143,602 pt
1200位	1,750,748 pt
1300位	1,485,335 pt
1000位	2,627,851 pt
	1位	279,239,935 pt
10位	139,372,777 pt
	11位	136,910,009 pt
20位	108,220,065 pt
※11/03 09:53 集計時点 BYそくどん


100位	46,789,688 pt
500位	9,143,602 pt
1200位	1,750,644 pt
1300位	1,483,785 pt
1000位	2,562,708 pt
	1位	279,239,935 pt
10位	139,372,777 pt
	11位	136,902,397 pt
20位	106,854,475 pt
※11/03 09:51 集計時点 BYそくどん


100位	46,789,688 pt
500位	9,143,602 pt
1200位	1,750,644 pt
1300位	1,483,220 pt
1000位	2,555,409 pt
	1位	279,133,939 pt
10位	139,372,777 pt
	11位	136,901,561 pt
20位	106,854,475 pt
※11/03 09:50 集計時点 BYそくどん


100位	46,789,688 pt
500位	9,130,718 pt
1200位	1,747,599 pt
1300位	1,483,220 pt
1000位	2,555,409 pt
	1位	279,076,663 pt
10位	139,372,777 pt
	11位	136,901,561 pt
20位	106,854,475 pt
※11/03 09:49 集計時点 BYそくどん


100位	46,789,688 pt
500位	9,130,718 pt
1200位	1,745,517 pt
1300位	1,483,220 pt
1000位	2,555,409 pt
	1位	279,076,663 pt
10位	139,372,777 pt
	11位	136,606,561 pt
20位	106,854,475 pt
※11/03 09:48 集計時点 BYそくどん


100位	46,789,688 pt
500位	9,126,907 pt
1200位	1,730,200 pt
1300位	1,464,399 pt
1000位	2,554,745 pt
	1位	279,076,663 pt
10位	139,372,777 pt
	11位	136,602,755 pt
20位	106,854,475 pt
※11/03 09:46 集計時点 BYそくどん


100位	46,789,688 pt
500位	9,126,907 pt
1200位	1,724,135 pt
1300位	1,463,555 pt
1000位	2,552,006 pt
	1位	279,076,663 pt
10位	139,372,777 pt
	11位	136,587,275 pt
20位	106,854,475 pt
※11/03 09:45 集計時点 BYそくどん


100位	46,560,156 pt
500位	9,060,050 pt
1200位	1,716,318 pt
1300位	1,461,271 pt
1000位	2,543,506 pt
	1位	279,076,663 pt
10位	139,372,777 pt
	11位	136,587,275 pt
20位	106,854,475 pt
※11/03 09:43 集計時点 BYそくどん


100位	46,560,156 pt
500位	9,053,098 pt
1200位	1,698,881 pt
1300位	1,457,463 pt
1000位	2,494,856 pt
	1位	278,928,055 pt
10位	139,372,777 pt
	11位	136,587,275 pt
20位	106,854,475 pt
※11/03 09:41 集計時点 BYそくどん


100位	46,560,156 pt
500位	9,053,098 pt
1200位	1,687,689 pt
1300位	1,457,463 pt
1000位	2,485,871 pt
	1位	278,868,457 pt
10位	139,372,777 pt
	11位	136,587,275 pt
20位	106,854,475 pt
※11/03 09:40 集計時点 BYそくどん


100位	46,560,156 pt
500位	9,052,843 pt
1200位	1,678,867 pt
1300位	1,457,403 pt
1000位	2,485,871 pt
	1位	278,868,457 pt
10位	139,372,777 pt
	11位	136,587,275 pt
20位	106,854,475 pt
※11/03 09:39 集計時点 BYそくどん


100位	46,384,744 pt
500位	9,037,287 pt
1200位	1,678,867 pt
1300位	1,457,196 pt
1000位	2,484,648 pt
	1位	278,868,457 pt
10位	139,372,777 pt
	11位	136,587,275 pt
20位	106,854,475 pt
※11/03 09:38 集計時点 BYそくどん


100位	46,384,744 pt
500位	9,000,984 pt
1200位	1,673,825 pt
1300位	1,445,658 pt
1000位	2,476,472 pt
	1位	278,868,457 pt
10位	139,372,777 pt
	11位	136,298,342 pt
20位	106,854,475 pt
※11/03 09:36 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,972,747 pt
1200位	1,669,194 pt
1300位	1,444,153 pt
1000位	2,459,433 pt
	1位	278,868,457 pt
10位	139,372,777 pt
	11位	136,298,342 pt
20位	106,854,475 pt
※11/03 09:35 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,947,319 pt
1200位	1,658,889 pt
1300位	1,435,091 pt
1000位	2,459,433 pt
	1位	278,868,457 pt
10位	139,372,777 pt
	11位	136,298,342 pt
20位	106,854,475 pt
※11/03 09:34 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,911,320 pt
1200位	1,648,968 pt
1300位	1,411,228 pt
1000位	2,412,474 pt
	1位	278,440,409 pt
10位	139,372,777 pt
	11位	136,265,834 pt
20位	106,854,475 pt
※11/03 09:32 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,911,320 pt
1200位	1,648,968 pt
1300位	1,411,228 pt
1000位	2,412,474 pt
	1位	278,440,409 pt
10位	139,372,777 pt
	11位	136,265,834 pt
20位	106,854,475 pt
※11/03 09:31 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,911,320 pt
1200位	1,648,684 pt
1300位	1,411,228 pt
1000位	2,408,220 pt
	1位	278,440,409 pt
10位	139,372,777 pt
	11位	136,265,042 pt
20位	106,854,475 pt
※11/03 09:31 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,911,320 pt
1200位	1,647,928 pt
1300位	1,411,228 pt
1000位	2,408,220 pt
	1位	278,440,409 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:30 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,911,320 pt
1200位	1,647,405 pt
1300位	1,409,161 pt
1000位	2,389,895 pt
	1位	277,937,922 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:29 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,911,320 pt
1200位	1,642,438 pt
1300位	1,404,872 pt
1000位	2,389,895 pt
	1位	277,848,912 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:28 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,837,536 pt
1200位	1,642,302 pt
1300位	1,398,325 pt
1000位	2,389,895 pt
	1位	277,792,410 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:26 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,814,710 pt
1200位	1,628,493 pt
1300位	1,393,018 pt
1000位	2,384,099 pt
	1位	277,792,410 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:25 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,734,729 pt
1200位	1,625,526 pt
1300位	1,391,104 pt
1000位	2,377,709 pt
	1位	277,792,410 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:23 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,717,173 pt
1200位	1,613,885 pt
1300位	1,382,080 pt
1000位	2,364,708 pt
	1位	277,792,410 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:21 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,717,173 pt
1200位	1,613,770 pt
1300位	1,377,014 pt
1000位	2,360,910 pt
	1位	277,728,942 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:20 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,694,243 pt
1200位	1,613,770 pt
1300位	1,377,014 pt
1000位	2,360,378 pt
	1位	277,728,942 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:19 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,692,975 pt
1200位	1,613,770 pt
1300位	1,377,014 pt
1000位	2,360,378 pt
	1位	277,728,942 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:18 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,636,182 pt
1200位	1,604,595 pt
1300位	1,364,170 pt
1000位	2,330,311 pt
	1位	277,728,942 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:16 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,628,906 pt
1200位	1,604,595 pt
1300位	1,364,170 pt
1000位	2,323,051 pt
	1位	277,728,942 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:15 集計時点 BYそくどん


100位	46,384,744 pt
500位	8,626,292 pt
1200位	1,599,971 pt
1300位	1,362,599 pt
1000位	2,323,051 pt
	1位	277,308,194 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:13 集計時点 BYそくどん


100位	46,215,518 pt
500位	8,626,292 pt
1200位	1,599,971 pt
1300位	1,358,719 pt
1000位	2,321,895 pt
	1位	277,259,432 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:11 集計時点 BYそくどん


100位	46,215,518 pt
500位	8,626,292 pt
1200位	1,598,258 pt
1300位	1,358,719 pt
1000位	2,320,628 pt
	1位	277,259,432 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:10 集計時点 BYそくどん


100位	46,215,518 pt
500位	8,626,292 pt
1200位	1,596,911 pt
1300位	1,358,719 pt
1000位	2,316,829 pt
	1位	277,259,432 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:09 集計時点 BYそくどん


100位	46,214,584 pt
500位	8,626,292 pt
1200位	1,596,911 pt
1300位	1,358,719 pt
1000位	2,316,829 pt
	1位	276,276,871 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:08 集計時点 BYそくどん


100位	46,214,312 pt
500位	8,623,085 pt
1200位	1,584,744 pt
1300位	1,353,406 pt
1000位	2,316,829 pt
	1位	276,276,871 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:06 集計時点 BYそくどん


100位	46,213,736 pt
500位	8,603,011 pt
1200位	1,583,107 pt
1300位	1,346,296 pt
1000位	2,311,242 pt
	1位	276,276,871 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:05 集計時点 BYそくどん


100位	45,700,267 pt
500位	8,600,629 pt
1200位	1,569,475 pt
1300位	1,335,302 pt
1000位	2,306,640 pt
	1位	276,191,731 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:03 集計時点 BYそくどん


100位	45,330,566 pt
500位	8,599,818 pt
1200位	1,565,732 pt
1300位	1,329,014 pt
1000位	2,306,221 pt
	1位	276,106,591 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:01 集計時点 BYそくどん


100位	45,316,244 pt
500位	8,599,818 pt
1200位	1,565,732 pt
1300位	1,328,082 pt
1000位	2,298,483 pt
	1位	276,106,591 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 09:00 集計時点 BYそくどん


100位	45,316,244 pt
500位	8,599,818 pt
1200位	1,565,732 pt
1300位	1,328,082 pt
1000位	2,295,144 pt
	1位	276,106,591 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 08:59 集計時点 BYそくどん


100位	45,316,244 pt
500位	8,575,580 pt
1200位	1,565,732 pt
1300位	1,323,518 pt
1000位	2,293,474 pt
	1位	276,106,591 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 08:58 集計時点 BYそくどん


100位	45,316,244 pt
500位	8,575,580 pt
1200位	1,559,780 pt
1300位	1,320,019 pt
1000位	2,283,324 pt
	1位	275,769,503 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 08:56 集計時点 BYそくどん


100位	45,316,244 pt
500位	8,527,668 pt
1200位	1,557,810 pt
1300位	1,318,034 pt
1000位	2,282,472 pt
	1位	275,729,255 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 08:55 集計時点 BYそくどん


100位	45,316,244 pt
500位	8,452,212 pt
1200位	1,557,810 pt
1300位	1,318,034 pt
1000位	2,262,082 pt
	1位	275,644,115 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 08:53 集計時点 BYそくどん


100位	45,316,244 pt
500位	8,452,212 pt
1200位	1,557,810 pt
1300位	1,314,668 pt
1000位	2,249,981 pt
	1位	275,585,291 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 08:51 集計時点 BYそくどん


100位	45,316,244 pt
500位	8,452,212 pt
1200位	1,557,810 pt
1300位	1,312,824 pt
1000位	2,241,809 pt
	1位	275,585,291 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 08:50 集計時点 BYそくどん


100位	45,316,244 pt
500位	8,381,028 pt
1200位	1,555,225 pt
1300位	1,312,824 pt
1000位	2,241,593 pt
	1位	275,442,875 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 08:49 集計時点 BYそくどん


100位	45,316,244 pt
500位	8,377,978 pt
1200位	1,538,878 pt
1300位	1,312,824 pt
1000位	2,239,338 pt
	1位	275,442,875 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 08:48 集計時点 BYそくどん


100位	45,316,244 pt
500位	8,362,746 pt
1200位	1,537,653 pt
1300位	1,312,824 pt
1000位	2,238,664 pt
	1位	275,378,633 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 08:47 集計時点 BYそくどん


100位	45,316,244 pt
500位	8,362,746 pt
1200位	1,531,989 pt
1300位	1,311,831 pt
1000位	2,237,653 pt
	1位	275,378,633 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 08:46 集計時点 BYそくどん


100位	45,316,244 pt
1200位	1,530,286 pt
1300位	1,310,854 pt
1000位	2,235,893 pt
	1位	275,378,633 pt
10位	139,372,777 pt
	11位	136,263,774 pt
20位	106,854,475 pt
※11/03 08:44 集計時点 BYそくどん


100位	45,316,244 pt
500位	8,278,175 pt
1200位	1,523,918 pt
1300位	1,308,542 pt
1000位	2,229,053 pt
